flags,utterance,category,intent
BLQ,wanna modify the information on my account,ACCOUNT,edit_account
BIP,how could I edit my account?,ACCOUNT,edit_account
BILM,what do I need to do to change the user details?,ACCOUNT,edit_account
BILM,what do I have to do to correct the personal details?,ACCOUNT,edit_account
BCILM,"I need to edit my user details, how can I do it?",ACCOUNT,edit_account
BCLMQWZ,wanna update the fucking details on my profile  help me,ACCOUNT,edit_account
BL,I want help to update my profile,ACCOUNT,edit_account
B,I have got to edit my personal information,ACCOUNT,edit_account
BIP,could you help me editing the information on my account?,ACCOUNT,edit_account
BLQ,need assistance to modify the personal information,ACCOUNT,edit_account
BI,can you help me editing my account?,ACCOUNT,edit_account
BI,what do I need to do to edit my personal information?,ACCOUNT,edit_account
B,I want help to edit the information on my account,ACCOUNT,edit_account
B,I don't know what I have to do to edit my account,ACCOUNT,edit_account
BILQ,how do I correct the info on my user account?,ACCOUNT,edit_account
BLMZ,moidfying user details,ACCOUNT,edit_account
BE,I do not know how to edit the information on my account,ACCOUNT,edit_account
BP,I don't know how I could edit my personal information,ACCOUNT,edit_account
B,I need assistance to edit the information on my account,ACCOUNT,edit_account
BE,I do not know how to edit my account,ACCOUNT,edit_account
BE,I do not know how I can edit my account,ACCOUNT,edit_account
BCIL,"I have got to modify my online account, how can I do it?",ACCOUNT,edit_account
BK,editing information on account,ACCOUNT,edit_account
BELQ,i do not know what to do to edit my user information,ACCOUNT,edit_account
B,assistance to edit the information on my account,ACCOUNT,edit_account
BK,editing account,ACCOUNT,edit_account
BE,I do not know how I can edit my personal information,ACCOUNT,edit_account
B,I need help to edit my personal information,ACCOUNT,edit_account
BLM,help me modify some of the details on my profile,ACCOUNT,edit_account
BCLM,"I want to change the details on my profile, I need help",ACCOUNT,edit_account
BLQW,i have got to edit the goddamn info on my user profile,ACCOUNT,edit_account
BLQ,need to change the info on my user profile,ACCOUNT,edit_account
BIP,could I edit my account?,ACCOUNT,edit_account
BI,can you help me edit my personal information?,ACCOUNT,edit_account
BELQ,I do not know how to correct the user info,ACCOUNT,edit_account
B,I am trying to edit my personal information,ACCOUNT,edit_account
BELQ,i do not know how i can correct the data on my user profile,ACCOUNT,edit_account
BI,how can I edit my account?,ACCOUNT,edit_account
BILZ,what do I have to do to correct my personla information?,ACCOUNT,edit_account
BI,how to edit the information on my account?,ACCOUNT,edit_account
BKLMZ,chnage details on profile,ACCOUNT,edit_account
BEP,I do not know how I could edit my account,ACCOUNT,edit_account
BQ,i want help to edit the info on my account,ACCOUNT,edit_account
BLMQ,wanna correct the details on my account,ACCOUNT,edit_account
BILMQZ,how do i edit the details on my accont,ACCOUNT,edit_account
BLQ,want help modifying my user account,ACCOUNT,edit_account
BELQZ,I do not knbow how to correct the info on my profile,ACCOUNT,edit_account
B,help me editing the information on my account,ACCOUNT,edit_account
BLQZ,want assistance to change the personal informtaion,ACCOUNT,edit_account
BILMZ,how do I update some of the details on my user account ?,ACCOUNT,edit_account
BLMQ,i need assistance to update the user details,ACCOUNT,edit_account
BL,I don't know how I can update my user account,ACCOUNT,edit_account
BI,what do I have to do to edit the information on my account?,ACCOUNT,edit_account
BCL,"I want to update the information on my user account, help me",ACCOUNT,edit_account
BLQ,help me to change the info included on my account,ACCOUNT,edit_account
BKL,update information on user profile,ACCOUNT,edit_account
BI,can I edit my personal information?,ACCOUNT,edit_account
B,I want assistance editing my personal information,ACCOUNT,edit_account
BIP,would it be possible to edit my account?,ACCOUNT,edit_account
B,I don't know how to edit the information on my account,ACCOUNT,edit_account
BIL,can you help me to change the user information?,ACCOUNT,edit_account
BLM,I am trying to edit the details included on my user profile,ACCOUNT,edit_account
BLQ,i need assistance to update the user data,ACCOUNT,edit_account
BLQ,i need help to modify my personal information,ACCOUNT,edit_account
BLZ,help to modify the personal informatoin,ACCOUNT,edit_account
BIP,could you help me edit my account?,ACCOUNT,edit_account
B,I want to edit my personal information,ACCOUNT,edit_account
BI,can you help me editing my personal information?,ACCOUNT,edit_account
B,I want help editing my account,ACCOUNT,edit_account
BIP,could you help me to edit my account?,ACCOUNT,edit_account
BIL,how to change the data on my profile?,ACCOUNT,edit_account
BLQ,need to change the info on my profile,ACCOUNT,edit_account
B,assistance editing my account,ACCOUNT,edit_account
BK,edit account,ACCOUNT,edit_account
B,help editing my account,ACCOUNT,edit_account
BILMQ,how can i change some of my user details,ACCOUNT,edit_account
B,help me edit my personal information,ACCOUNT,edit_account
BELQW,i do not know what to do to update the fucking user info,ACCOUNT,edit_account
BCIL,"I need to update my account, how do I do it?",ACCOUNT,edit_account
BLQW,help me to edit the bloody info included on my user profile,ACCOUNT,edit_account
BIL,can you help me modifying the data on my profile?,ACCOUNT,edit_account
BIP,could I edit the information on my account?,ACCOUNT,edit_account
B,I have got to edit the information on my account,ACCOUNT,edit_account
BI,how can I edit the information on my account?,ACCOUNT,edit_account
BK,editing personal information,ACCOUNT,edit_account
BCLMZ,"I have got to modify some of my personal details , help me",ACCOUNT,edit_account
BCILZ,"I want to update my online profile, how do I od it?",ACCOUNT,edit_account
BI,is it possible to edit the information on my account?,ACCOUNT,edit_account
B,I want help editing the information on my account,ACCOUNT,edit_account
BLMQW,need to update some of my bloody personal details,ACCOUNT,edit_account
B,I want assistance editing the information on my account,ACCOUNT,edit_account
BLM,I need help modifying my personal details,ACCOUNT,edit_account
BKLQ,editing info on profile,ACCOUNT,edit_account
BELQ,i do not know what i have to do to correct the user data,ACCOUNT,edit_account
BELQW,i do not know what to do to change my damn personal info,ACCOUNT,edit_account
BIP,could you help me editing my personal information?,ACCOUNT,edit_account
BILQ,how to update the information on my profile,ACCOUNT,edit_account
BL,help updating the data on my user profile,ACCOUNT,edit_account
B,I want help to edit my personal information,ACCOUNT,edit_account
B,I need help to edit my account,ACCOUNT,edit_account
BIL,can you help me correcting the personal data?,ACCOUNT,edit_account
BELQ,i do not know what i have to do to modify my account,ACCOUNT,edit_account
B,assistance to edit my account,ACCOUNT,edit_account
BL,help me modifying my personal information,ACCOUNT,edit_account
BIP,would it be possible to edit the information on my account?,ACCOUNT,edit_account
BIP,how could I edit my personal information?,ACCOUNT,edit_account
BILQ,how to correct the info on my profile,ACCOUNT,edit_account
BIL,how do I update the information on my user profile?,ACCOUNT,edit_account
B,I want to edit my account,ACCOUNT,edit_account
BI,can you help me to edit the information on my account?,ACCOUNT,edit_account
BIL,how can I correct the data on my user profile?,ACCOUNT,edit_account
BELQZ,i do not know what to d to update my personal info,ACCOUNT,edit_account
B,I need to edit my account,ACCOUNT,edit_account
B,I want assistance to edit the information on my account,ACCOUNT,edit_account
BELMQZ,i do not know how i can moidfy the details on my account,ACCOUNT,edit_account
BELQZ,I do not know how I can chanbe the info on my user account,ACCOUNT,edit_account
BLMZ,I need to change osme of my user details,ACCOUNT,edit_account
BELM,I do not know how to edit the details included on my profile,ACCOUNT,edit_account
B,I need assistance to edit my account,ACCOUNT,edit_account
B,help me editing my account,ACCOUNT,edit_account
BLQ,I need to change the personal info,ACCOUNT,edit_account
BLMQ,need help to correct the details included on my user profile,ACCOUNT,edit_account
BK,edit personal information,ACCOUNT,edit_account
BLM,I need to update some of my personal details,ACCOUNT,edit_account
BLMQ,i want help to update some of the details on my profile,ACCOUNT,edit_account
BI,can I edit the information on my account?,ACCOUNT,edit_account
BLZ,I want to correct my user dfata,ACCOUNT,edit_account
BI,how to edit my personal information?,ACCOUNT,edit_account
BL,I need assistance to modify the data on my user profile,ACCOUNT,edit_account
